epoch,source_age,target_age,target_delta_age,predicted_source_age,predicted_generated_age,predicted_delta_age,age_error,delta_age_error,identity_cosine,mode,text_reference_mode,age_guidance_scale,seed
10,26,26.0,0.0,26.972152709960938,39.949668884277344,12.977516174316406,13.949668884277344,12.977516174316406,0.568858802318573,direct,source_age,2.0,2026
10,26,27.0,1.0,26.972152709960938,40.60354232788086,13.631389617919922,13.60354232788086,12.631389617919922,0.5701919794082642,direct,source_age,2.0,2026
10,26,30.0,4.0,26.972152709960938,43.605072021484375,16.632919311523438,13.605072021484375,12.632919311523438,0.5479358434677124,direct,source_age,2.0,2026
10,26,35.0,9.0,26.972152709960938,46.72560119628906,19.753448486328125,11.725601196289062,10.753448486328125,0.5302842855453491,direct,source_age,2.0,2026
10,26,40.0,14.0,26.972152709960938,47.06194305419922,20.08979034423828,7.061943054199219,6.089790344238281,0.5255395174026489,direct,source_age,2.0,2026
10,26,50.0,24.0,26.972152709960938,51.26676940917969,24.29461669921875,1.2667694091796875,0.29461669921875,0.483720064163208,direct,source_age,2.0,2026
10,26,65.0,39.0,26.972152709960938,56.761756896972656,29.78960418701172,-8.238243103027344,-9.210395812988281,0.46794575452804565,direct,source_age,2.0,2026
