checkpoint,source_age,target_age,target_delta_age,predicted_source_age,predicted_generated_age,predicted_delta_age,age_error,delta_age_error,identity_cosine,mode,strength,num_inference_steps,text_guidance_scale,text_reference_mode,age_guidance_scale,image_guidance_scale,seed
/content/adapter_inference.pt,44,9.0,-35.0,50.9638557434082,9.861309051513672,-41.10254669189453,0.8613090515136719,-6.102546691894531,0.20918923616409302,direct,0.3,39,7.0,source_age,2.0,1.5,2026
/content/adapter_inference.pt,44,15.0,-29.0,50.9638557434082,28.030681610107422,-22.93317413330078,13.030681610107422,6.066825866699219,0.2990836501121521,direct,0.3,39,7.0,source_age,2.0,1.5,2026
/content/adapter_inference.pt,44,25.0,-19.0,50.9638557434082,45.43364715576172,-5.530208587646484,20.43364715576172,13.469791412353516,0.4132835268974304,direct,0.3,39,7.0,source_age,2.0,1.5,2026
/content/adapter_inference.pt,44,35.0,-9.0,50.9638557434082,53.15391540527344,2.1900596618652344,18.153915405273438,11.190059661865234,0.437836229801178,direct,0.3,39,7.0,source_age,2.0,1.5,2026
/content/adapter_inference.pt,44,44.0,0.0,50.9638557434082,57.07291030883789,6.1090545654296875,13.07291030883789,6.1090545654296875,0.42364242672920227,direct,0.3,39,7.0,source_age,2.0,1.5,2026
/content/adapter_inference.pt,44,75.0,31.0,50.9638557434082,66.66458129882812,15.700725555419922,-8.335418701171875,-15.299274444580078,0.4009878933429718,direct,0.3,39,7.0,source_age,2.0,1.5,2026
